400,0.076343,0.099832,0.064598
401,0.076875,0.10053,0.065048
402,0.077407,0.10122,0.065498
403,0.077884,0.10185,0.065902
404,0.078361,0.10247,0.066306
405,0.079004,0.10331,0.06685
406,0.079647,0.10415,0.067394
407,0.07987,0.10445,0.067582
408,0.080093,0.10474,0.067771
409,0.081408,0.10646,0.068884
410,0.082723,0.10818,0.069996
411,0.082708,0.10816,0.069984
412,0.082693,0.10814,0.069971
413,0.083519,0.10922,0.07067
414,0.084345,0.1103,0.071369
415,0.085166,0.11137,0.072064
416,0.085987,0.11244,0.072758
417,0.086335,0.1129,0.073053
418,0.086683,0.11335,0.073347
419,0.087131,0.11394,0.073726
420,0.08758,0.11453,0.074106
421,0.088477,0.1157,0.074865
422,0.089374,0.11687,0.075624
423,0.089762,0.11738,0.075953
424,0.090151,0.11789,0.076282
425,0.091099,0.11913,0.077084
426,0.092047,0.12037,0.077886
427,0.092596,0.12109,0.078351
428,0.093146,0.12181,0.078816
429,0.094366,0.1234,0.079848
430,0.095585,0.125,0.08088
431,0.095458,0.12483,0.080772
432,0.095332,0.12466,0.080665
433,0.096515,0.12621,0.081666
434,0.097698,0.12776,0.082667
435,0.097626,0.12766,0.082607
436,0.097555,0.12757,0.082546
437,0.098624,0.12897,0.083451
438,0.099693,0.13037,0.084356
439,0.10037,0.13126,0.084932
440,0.10106,0.13215,0.085509
441,0.10189,0.13324,0.086213
442,0.10272,0.13433,0.086917
443,0.10294,0.13462,0.087105
444,0.10317,0.13491,0.087294
445,0.10389,0.13586,0.087907
446,0.10461,0.1368,0.08852
447,0.10564,0.13814,0.089384
448,0.10666,0.13947,0.090247
449,0.10653,0.13931,0.09014
450,0.1064,0.13914,0.090033
451,0.10775,0.1409,0.091172
452,0.10909,0.14266,0.092311
453,0.10958,0.14329,0.092719
454,0.11006,0.14392,0.093127
455,0.11074,0.14481,0.093702
456,0.11142,0.1457,0.094277
457,0.11197,0.14642,0.094742
458,0.11252,0.14714,0.095207
459,0.11309,0.14789,0.095691
460,0.11366,0.14863,0.096175
461,0.11447,0.1497,0.096862
462,0.11528,0.15076,0.097548
463,0.11589,0.15155,0.098062
464,0.1165,0.15234,0.098575
465,0.11701,0.15301,0.099009
466,0.11752,0.15369,0.099443
467,0.11831,0.15472,0.10011
468,0.1191,0.15575,0.10078
469,0.11971,0.15654,0.10129
470,0.12031,0.15733,0.1018
471,0.12056,0.15765,0.10201
472,0.12081,0.15798,0.10222
473,0.12163,0.15905,0.10292
474,0.12245,0.16013,0.10361
475,0.1231,0.16098,0.10417
476,0.12376,0.16184,0.10472
477,0.12457,0.1629,0.10541
478,0.12538,0.16396,0.10609
479,0.12546,0.16407,0.10616
480,0.12554,0.16417,0.10623
481,0.12636,0.16523,0.10692
482,0.12717,0.1663,0.1076
483,0.12779,0.16711,0.10813
484,0.12841,0.16792,0.10866
485,0.12925,0.16901,0.10936
486,0.13008,0.1701,0.11007
487,0.13051,0.17066,0.11043
488,0.13094,0.17122,0.11079
489,0.13165,0.17216,0.1114
490,0.13237,0.17309,0.112
491,0.13286,0.17374,0.11242
492,0.13335,0.17439,0.11284
493,0.13402,0.17526,0.1134
494,0.13469,0.17614,0.11397
495,0.13535,0.177,0.11453
496,0.13601,0.17785,0.11508
497,0.13641,0.17838,0.11542
498,0.13681,0.17891,0.11576
499,0.13763,0.17998,0.11646
500,0.13845,0.18105,0.11715
501,0.13888,0.18161,0.11751
502,0.13931,0.18217,0.11788
503,0.13984,0.18287,0.11833
504,0.14037,0.18357,0.11878
505,0.14123,0.18469,0.1195
506,0.14209,0.18581,0.12023
507,0.14271,0.18662,0.12075
508,0.14333,0.18743,0.12128
509,0.14399,0.1883,0.12184
510,0.14466,0.18918,0.12241
511,0.14509,0.18973,0.12277
512,0.14551,0.19028,0.12312
513,0.14611,0.19106,0.12363
514,0.14671,0.19185,0.12414
515,0.14765,0.19308,0.12493
516,0.14859,0.19431,0.12573
517,0.1489,0.19471,0.12599
518,0.1492,0.19511,0.12625
519,0.15003,0.19619,0.12695
520,0.15085,0.19727,0.12764
521,0.15144,0.19804,0.12814
522,0.15204,0.19881,0.12865
523,0.15249,0.19941,0.12903
524,0.15295,0.20001,0.12942
525,0.15355,0.2008,0.12993
526,0.15415,0.20159,0.13044
527,0.15463,0.20221,0.13084
528,0.1551,0.20283,0.13124
529,0.15588,0.20385,0.1319
530,0.15666,0.20487,0.13256
531,0.15725,0.20564,0.13306
532,0.15785,0.20641,0.13356
533,0.15851,0.20728,0.13412
534,0.15917,0.20815,0.13468
535,0.15942,0.20847,0.13489
536,0.15967,0.20879,0.1351
537,0.16067,0.2101,0.13595
538,0.16167,0.21141,0.1368
539,0.16207,0.21194,0.13714
540,0.16247,0.21247,0.13748
541,0.16344,0.21372,0.13829
542,0.1644,0.21498,0.13911
543,0.16485,0.21557,0.13949
544,0.1653,0.21616,0.13987
545,0.16561,0.21656,0.14013
546,0.16592,0.21697,0.14039
547,0.16668,0.21797,0.14104
548,0.16744,0.21896,0.14168
549,0.16807,0.21978,0.14221
550,0.1687,0.22061,0.14275
551,0.16997,0.22227,0.14382
552,0.17124,0.22392,0.14489
553,0.17122,0.2239,0.14488
554,0.1712,0.22387,0.14486
555,0.17187,0.22475,0.14543
556,0.17254,0.22562,0.14599
557,0.1735,0.22688,0.14681
558,0.17446,0.22814,0.14762
559,0.17469,0.22845,0.14782
560,0.17493,0.22875,0.14802
561,0.17562,0.22966,0.1486
562,0.17632,0.23057,0.14919
563,0.17729,0.23185,0.15002
564,0.17827,0.23312,0.15084
565,0.1785,0.23343,0.15104
566,0.17874,0.23373,0.15124
567,0.17978,0.23509,0.15212
568,0.18082,0.23645,0.153
569,0.18164,0.23752,0.15369
570,0.18246,0.2386,0.15439
571,0.18263,0.23882,0.15453
572,0.18281,0.23905,0.15468
573,0.18342,0.23985,0.1552
574,0.18403,0.24065,0.15572
575,0.18454,0.24132,0.15615
576,0.18506,0.24199,0.15659
577,0.18615,0.24343,0.15751
578,0.18725,0.24487,0.15844
579,0.18797,0.24581,0.15905
580,0.1887,0.24676,0.15967
581,0.18892,0.24705,0.15986
582,0.18915,0.24735,0.16005
583,0.18966,0.24802,0.16048
584,0.19018,0.24869,0.16092
585,0.19068,0.24935,0.16134
586,0.19118,0.25,0.16177
587,0.19251,0.25174,0.16289
588,0.19384,0.25349,0.16402
589,0.19415,0.25389,0.16428
590,0.19445,0.25429,0.16454
591,0.19487,0.25483,0.16489
592,0.19529,0.25537,0.16524
593,0.19585,0.25611,0.16572
594,0.19642,0.25685,0.1662
595,0.19709,0.25774,0.16677
596,0.19777,0.25862,0.16734
597,0.1984,0.25945,0.16788
598,0.19903,0.26027,0.16841
599,0.19975,0.26121,0.16902
600,0.20047,0.26216,0.16963
601,0.20137,0.26333,0.17039
602,0.20227,0.2645,0.17115
603,0.2027,0.26506,0.17151
604,0.20313,0.26563,0.17188
605,0.2034,0.26599,0.17211
606,0.20368,0.26636,0.17235
607,0.20442,0.26732,0.17297
608,0.20515,0.26828,0.17359
609,0.206,0.26938,0.17431
610,0.20684,0.27049,0.17502
611,0.20767,0.27157,0.17572
612,0.20849,0.27265,0.17642
613,0.20895,0.27324,0.1768
614,0.2094,0.27384,0.17719
615,0.21002,0.27464,0.17771
616,0.21064,0.27545,0.17823
617,0.21104,0.27597,0.17857
618,0.21143,0.27649,0.1789
619,0.21189,0.27709,0.17929
620,0.21235,0.27769,0.17969
621,0.21376,0.27953,0.18087
622,0.21516,0.28137,0.18206
623,0.21574,0.28212,0.18255
624,0.21632,0.28288,0.18304
625,0.21698,0.28374,0.1836
626,0.21763,0.2846,0.18415
627,0.21835,0.28554,0.18476
628,0.21908,0.28648,0.18537
629,0.21932,0.28681,0.18558
630,0.21957,0.28713,0.18579
631,0.22025,0.28801,0.18636
632,0.22092,0.2889,0.18693
633,0.22238,0.2908,0.18817
634,0.22383,0.29271,0.1894
635,0.22399,0.29291,0.18953
636,0.22415,0.29311,0.18966
637,0.22502,0.29426,0.1904
638,0.2259,0.29541,0.19115
639,0.22676,0.29653,0.19187
640,0.22762,0.29765,0.1926
641,0.22758,0.2976,0.19257
642,0.22754,0.29755,0.19253
643,0.22844,0.29873,0.1933
644,0.22935,0.29991,0.19406
645,0.23038,0.30127,0.19494
646,0.23141,0.30262,0.19581
647,0.23225,0.30371,0.19652
648,0.23309,0.30481,0.19723
649,0.23304,0.30474,0.19719
650,0.23299,0.30467,0.19714
651,0.23429,0.30638,0.19825
652,0.2356,0.30809,0.19935
653,0.23603,0.30866,0.19972
654,0.23647,0.30923,0.20009
655,0.238,0.31123,0.20138
656,0.23953,0.31322,0.20268
657,0.23953,0.31322,0.20268
658,0.23953,0.31322,0.20268
659,0.24042,0.3144,0.20343
660,0.24132,0.31557,0.20419
661,0.24257,0.3172,0.20525
662,0.24382,0.31883,0.20631
663,0.24385,0.31889,0.20634
664,0.24389,0.31894,0.20637
665,0.2441,0.31921,0.20655
666,0.24431,0.31948,0.20672
667,0.24562,0.32119,0.20783
668,0.24692,0.3229,0.20893
669,0.24721,0.32328,0.20918
670,0.24751,0.32366,0.20943
671,0.24886,0.32543,0.21057
672,0.25021,0.3272,0.21172
673,0.25114,0.32841,0.2125
674,0.25207,0.32963,0.21329
675,0.25187,0.32937,0.21312
676,0.25168,0.32912,0.21296
677,0.25213,0.32971,0.21334
678,0.25258,0.33029,0.21372
679,0.2538,0.33189,0.21475
680,0.25502,0.33349,0.21579
681,0.25539,0.33397,0.2161
682,0.25576,0.33446,0.21641
683,0.25679,0.3358,0.21728
684,0.25782,0.33714,0.21815
685,0.25878,0.33841,0.21897
686,0.25975,0.33968,0.21979
687,0.2603,0.34039,0.22025
688,0.26084,0.3411,0.22072
689,0.26198,0.34258,0.22167
690,0.26311,0.34406,0.22263
691,0.26436,0.3457,0.22369
692,0.26562,0.34734,0.22475
693,0.26494,0.34646,0.22418
694,0.26426,0.34558,0.22361
695,0.26507,0.34663,0.22429
696,0.26588,0.34768,0.22497
697,0.2668,0.34889,0.22575
698,0.26772,0.3501,0.22653
699,0.2691,0.3519,0.2277
